title,rate,cuisine,location,address,street,price_from,price_till,url,description,opening_hours,wifi_available,smoking_area_available,outdoor_seat_available,full_time_available,vip_room_available,reservation_available,parking_area_available,review_11,review_12,review_13
The Bloei,4.28,['Kafe'],Gatot Subroto,,"Jl. Patuha No. 26, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/the-bloei-gatot-subroto,,Senin - Minggu (08:00 - 22:00),True,True,True,False,True,True,True,"Penasaran sama cafe ""The Bloei"" ini sih karena dari luar eye catching banget tampilannya, dan aku cobain Magic Coffee nya.Yaps overall ini rasanya intense banget dan suka sama paduan double ristrettonya dengan latte + foam dengan bentukan swan latte art. Aftertaste nya acid bitter sweet cukup berpadu dan balance overall, mungkin untuk cangkirnya bisa dicari yang matching dengan piringnya next time ajasih biar lebih bagus tampilan white coffee nya.Pelayanan Boleh Lah & Ambience nya So Far Cozy Enough.","Kembali lagi ke cafe kecintaan sepanjang masa untuk wfc yang nyempil di Jalan Patuha ini.Kali ini dengan menu yang baru pertama kali aku pesen.Pertama frappe coffee dann makanannya mie goreng jawa.Dari awal mau pesen frappe agak maju mundur karena harganya agak lumayan ya, 42k kalo include tax service. Ternyata.. sangat tidak mengecewakan. Kopinya ini manis, dapet cream dan ice cream vanilla on top ditambah aroma tiramisu di bagian atasnya. Coffeenya well blended. Kalo butuh kopi yang light dan untuk 'have fun', ini perfect. Lalu untuk makanannya, mie goreng jawa. Porsinya pas. Add onnya seperti mie jawa pada umumnya, telor, sayuran, acar, cabe, bawang goreng, dan kerupuk. Better minyaknya agak sedikit dikurangi sihh. Overall tapi ini enak. Gurih dan pedesnya pas.","Gasengaja mampir kesini, dari tampak luar jujur aja cafenya kaya tipe tipe cafe pricey tapi ternyata harganya affordable semua loh! Areanya ada yang indoor dan outdoor, didesain instagramable menurut aku cozy banget.Karena emg cuma mau ngemil2 cantik, akhirnya pesen es lemon tea( ini segerrrr) sama ngemil kue cubit. Untuk kue cubitnya menurut aku standar sih ga yang wow gitu."
Seracik Coffee,4.09,['Kafe'],Buah Batu,,"Jl. Karawitan No. 121, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seracik-coffee-buah-batu-2,,Senin - Minggu (08:00 - 23:00),True,True,True,False,False,True,True,"PANG! kali ini aku mencoba di Seracik Coffee guys, aku pesan cappuccino & caffé latte nya.Overall keduanya enak ya aftertaste beans nya unik ada hint fruity nya gitu yang acid bitternya tidak mengganggu di lidah. Untuk latte dan foam nya juga sudah baik.Pelayanan Baik & Ambience - nya Cozy dongg apalagi Indoor nya.","Menutup weekdays kali ini aku mampir lagi ke Seracik Coffee guys, dan kali ini malam hari. Yapss untuk ambience nya aku suka dan aku dapat spot lt 2 yang cukup PW buat duduk2 menikmati udara dan langit malam.Yang aku pesan itu Kopi Susu Seracik dan aku request Less Sugar guys. Untuk rasa sih buat aku pribadi mah masih terlalu manis yah walau sudah minta less sugar, namun masih bisa dinikmati kopi susu gula arennya. Aku pribadi lebih suka classics coffee mereka sih walau lebih pricy tapi rasanya jauh lebih enak.Untuk pelayanannya Oke Banget disini mah 🌟🌟🌟🌟🌟","Mampir ke Seracik Kopi buat nge PANG! guys dan kali ini aku cobain Hot Cappuccino. Untuk rasanya lumayan enak, coffeenya lebih ke light aftertastenya dan foam nya bagus.Pelayanannya Baik & Ambience nya Cozy Banget sih aku dapat Indoor Areanya. Untuk Outdoor Areanya juga eye catching banget konsep kaya di pantai gitu."
Plusfortynine Cafe And Space,4.07,['Kafe'],Dago Atas,,"Jl. Tubagus Ismail Raya No. 49, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/plusfortynine-cafe-and-space-dago-atas,,"Senin - Kamis (10:00 - 22:00), Jumat (10:00 - 23:00), Sabtu (08:00 - 23:00), Minggu (10:00 - 23:00)",False,False,True,False,False,False,True,"Meskipun kafe ini ada di Tubis yang cenderung padat, ternyata tempatnya bisa dibilang luas. Ada tempat outdoor yang mirip taman, dan juga tempat indoor yang gede (bahkan ada lantai 2-nya) sehingga menurutku tempat ini sabi banget buat dijadikan venue untuk menyelenggarakan event kumpul sederhana.     Selain itu, makanan di sini juga cukup enak. Cirengnya bisa dibilang banyak dengan rasa yang empuk dan rasa gurih yang nikmat. Rice Bowl pun aku menyukainya.","Mee time makan pizza enak dari @plus49cafe ini beneran enak banget, pizza nya crispy banget dan toppingmya enak seger ada nanasnya. Kopi nya juga enak, wangi dan ga terlalu manis...🍽️ : @plus49cafe 📍 : Jl. Tubagus Ismail No 49, Bandung ..#plusfortynine #plusfortyninecafeandspace #plusfortyninecafe #+49cafeandspace #tubagusismail #softopening #softopeningcafe #caffee #coffeeshop #newcafe #cafebandung #makansamacici #jalanjalansamacici #ngidersamacici","Soft opening @plus49cafe and space. Nyaman banget nongkrong disini, cocok banget buat kerjain tugas ataupun kerjaan kantor. Tempatnya luas dan ada berbagai macam aneka makanan. Untuk sekedar ngopi juga bisa. Makanannya ada makanan berat dan ada snack nya juga. Favorit nya disini ada Flammkuchen, pizza ala Jerman yg punya cita rasa tersendiri. Cocok buat temen ngemil kamu disini. ..Bitter ballen : enak, snack pelengkap Spicy dry ramen : buat pencinta pedas pasti suka Grill chicken with butter rice : ayamnya tebel, nasi nya berasa banget butternya Shoeun bros : coffee gula aren, yg ga begitu manis Cloudy sunset : milky Paradise : soda rasa anggur Flammkuchen supreme : pizza german yg crispy ..🍽️ : @plus49cafe 📍 : Jl. Tubagus Ismail No 49, Bandung ..#plusfortynine #plusfortyninecafeandspace #plusfortyninecafe #+49cafeandspace #tubagusismail #softopening #softopeningcafe #caffee #coffeeshop #newcafe #cafebandung #makansamacici #jalanjalansamacici #ngidersamacici"
Sincere Cafe,3.74,['Kafe'],Pasir Kaliki,"Paskal Hypersquare, Blok A No. 37","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sincere-cafe-pasir-kaliki,,Senin - Minggu (08:00 - 21:00),False,False,False,False,False,False,False,"Tempatnya mungil ada outdoor, indoor, dan lt 2nya. Nuansanya putih jd terasa clean. Di depannya juga ada cermin tinggi jadi lucu dipakai foto. Kebetulan datengnya di weekday dan malem-malem, yang dateng ga rame tp selalu ada customer. Mungkin kue yang dipajang ini udh beberapa hari (which is wajar) jadi terasa kuenya udah ga fresh dan sedikit kering. Sebelumnya pernah beli take away kuenya lebih buttery.- Mille crepes matcha: dry, rasa matchanya enak dan gak terlalu strong, creamnya enak bgt- Mille crepes choco: still dry, dapet chocolate sauce nya, rasanya so so, creamnya juga enak bangetWould be very nice kalau kuenya ga se dry itu","Summer Lemon Slice Cake - SO BEAUTIFUL CAKE!!! Terpana banget sama cake satu ini, mana rasanya ENAK!!!! Lemonnya kerasa seger, ada asem kecut nya. Dan krim nya bener-bener ga bikin eneg. Yg pasti lembut banget bolu nya Blue Latte - ini juga seger banget, biru nya dari bunga tenglang, trs dikasi susu dan syrup (manisnya dari syrup, jdi cici req minta less syrup) Choux Au Craquel in Nutella - Crunchy luarnya, dan Nutellanya enak tapi cici kurang suka sama manisnya Tiramisu Avalanche Cake - nah, klo ini semacam pancake gtu, cici suka sama rasa tiramisunya yg ga kemanisan..🍰 : Sincere Cafe Paskal @sincerehomemade @noona.bysincere @orlacakes.id 📍 : Ruko @paskal.hypersquare @paskal.hypersquarebdg Blok A No 37, Bandung","Cafe hits nih terlebih di kalangan K-popers soalnya tema mereka emang ala-ala Korea gitu. Sayang aja karena di ruko jadi berasa sempit dan kurang memadai sebenernya sih. Mana penuh dan berisik pula. Terus cepet banget ini tutupnya! Jadi buru-buru harus makannya karena datang sudah cukup malam. Pelayanan juga kayak ogah-ogahan entah berharap tidak ada lagi pembeli datang atau emang gitu ya sikapnya. Rasa kue-kue yang saya cobain sih tbh enak ya, tapi ya itu sayang aja tempatnya kurang proper kalo untuk dessert cafe dan harganya emang agak tinggi juga."
Maison De La Sol Coffee and Culture,4.08,['Kafe'],Cihampelas,,"Jl. Cihampelas No. 36, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/maison-de-la-sol-coffee-and-culture-cihampelas,,"Senin - Kamis (11:00 - 01:00), Jumat (13:00 - 02:00), Sabtu (11:00 - 02:00), Minggu (11:00 - 01:00)",True,True,True,False,False,True,True,"Sumpah! Baru tau ada tempat nongkrong ini! Ternyata udah cukup lama ya beroperasinya tapi kok bisa saya baru tau. Lokasinya di sebelah Baso Mawar, masih satu bangunan beda area gitu. Kalo dilihat dari jalan kirain ah kecil padahal pas udah masuk oh wow besar banget dan ada area undergroundnya bahkan. Yang terbatas area indoor non-smokingnya. Menu-menuya juga lumayan OK dan porsinya besar. Cukup menyenangkan nongki disini soalnya buka sampai larut malah menjelang subuh.",pertama kesini karena penasaran ada coffeeshop sebelah tempat baso ternyata besar banget tempatnya suasanya pun enak sekali untuk sendiri atau dengan grupsaya pesan classic white kopi susu creamy dengan hint rum yang joss banget nasgor dendeng lemaknya jg surprisingly good,Tempat yang nyaman banget buat Nongkrong dan WFC. Setiap sudut nya dipikirkan untuk kenyamanan pengunjung. Makanan dan minumannya enak semua! Affordable di kantong anak kuliahan ini. Maison de la sol daerah cihampelas ini sebelah bakso mawar.
Kedai Kopi Oh,3.84,['Kafe'],Sunda,"Toserba Yogya Sunda, Lantai Ground","Jl. Sunda No. 60, Sunda, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kedai-kopi-oh-sunda,,Senin - Minggu (10:00 - 20:00),False,True,False,False,False,True,True,"Nyobain makan malam di Kopi OH, dan aku pesan Soto Daging Sapi Santan. Secara rasa kuahnya aku suka ya gurih2 pedas gitu dengan campuran kentang tomat cocok, walau sayang si daging sapinya gasemua empuk // masih ada beberapa yang keras. But buat rasa overall still good.",Yapss senja2 sambil nunggu nyokap belanja di Yogya Sunda gue sama koko gue turun aja ke-bawah buat ngopi santai aja di kopi oh Minuman yang gue pesan :- Kopi O (10K)- Teh Susu (11K)Yapss dengan harga yang sangat affordable disajikan Kopi O yang menurut gue secara rasa juga enak kok dan gue minta no sugar sih jadi rasa khasnya kerasa & kalau untuk teh susunya sih menurut gue agak kemanisan yak 😃Btw minumannya iced yah dua2nya,"Yappss mampir di kopi OH jalan sunda gua coba kopi item & kopsus nya enak dan pas dikantong tapi ini robusta ya guysss rasanyaa, ane jg nyoba soto santan, nasgor, dan nasi lemaknya enak kok tapi ane lupa foto xixixixi"
Gudang Kopi by Woza,4.07,['Kafe'],Kopo,"Ruko Taman Kopo Indah II, Blok 2A No. 66","Jl. Kopo Bihbul, Kopo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gudang-kopi-by-woza-kopo,,"Senin - Kamis (09:00 - 21:00), Jumat - Minggu (09:00 - 22:00)",True,True,True,False,True,True,True,Cobain menu baru nya dr Gudang KopiHarga nya terjangkau dan juda steak Chiken nya enak bgt 🤗🤗Apalagi yg peti nya mantul rasanya .Yummmi,"Pada masa pandemi sempet tutup dan  sudah buka kembali setelah renovasi pada Januari 2022.Suasana kafe makin nyaman, lt 1 non smoking ruangan ber-AC, di lt 2 area bisa smoking, ruangannya besar bisa banget buat nongkrong bareng atau pun kerja / buat tugas. udah full wifi dan bnyk spot colokkannya. Ada ruang privet meeting dan mushola di lt 3.Menu makanannya cukup beragam! Indonesian Food:  Iga Garang Asam, Crispy Chicken Western Food：Burger Chicken, Pizza Meat lover Unuk Snack aku pilih Singkong Keju, dan diluar dr dugaan selain menjual minuman Kopinya yg juara, Teh hangatnya juga enak (wangi)!Bagi yg mau menikmati Kopinya WOZA GK dirumah, sekarang mereka sudah menjual biji kopinya.Saking sukanya setelah dibuka kembali, bisa mampir kesini untuk makan siang/malam or untuk cemal cemil.","Malam minggu cocok banget nongkrong di Gudang Kopi. Tempatnya sejuk, udaranya segar, apa lagi kumpul bareng temen2. Makanannya gmn? Banyak cemilan yang menggugah selera. Kali ini nyobain tahu krispi ditambah minuman affogato nya. Kopinya strong banget dan langsung dibuat saat kita pesan loh."
Kopi Kenangan,3.93,['Kafe'],Pasir Koja,"Festival Citylink, Lantai 1","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-kenangan-pasir-koja,,Senin - Minggu (10:00 - 22:00),False,False,False,False,False,False,True,"Pilih salah satu signature mereka yang Kopi Kenangan Mantan (18K), perpaduan espresso, fresh milk dan palm sugar, rasanya lebih light dengan legit gula arennya yang pas, sensasi creamy-nya cocok buat yang g terlalu suka kopi pahit.","Kangen dengan segala kenangan, eh kangen ngopi. Ini salah satu outlet kenangan terdekat dari rumah makanya cukup sering order disini. Karena butuh dopping buat olahraga jadi pesannya ya americano less sugar aja. Tbh kalau dibilang ini aman karena pakai 100% arabica buat saya sih biasa aja ga kerasa bedanya dengan brand lain. But overall not bad walau saya lebih prefer es kopi susunya ketimbang americanonya.","Menunggu entah sampai kapan, menanti entah pada siapa. Yang lama telah berlalu yang baru tak kunjung datang. Sang mantan beralih ke lain hati saat hati ini belum kuasa beranjak.Jadi ceritanya emang lagi nunggu temen nih dan setelah menimbang berbagai aspek memutuskan buat yaudah deh ngopi dulu aja disini karena lokasinya juga ga ramai ya dan nyaman juga. Karena cuaca dingin dan badan gak fit jadinya order kopi kenangan mantan versi hot. Iya mantan jadi makin hot setelah jadi mantan. Buat saya pribadi lebih berasa kopi, susu, dan gulanya sih dalam versi hot ketimbang es. Pas banget segelas habis yang ditunggu pun datang!"
Greens Foods and View,4.24,['Kafe'],Surapati,,"Jl. Bojong Koneng Atas No. 99D, Surapati, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/greens-foods-and-view-surapati,,"Selasa - Minggu (10:00 - 22:00), Senin Tutup",True,True,True,False,False,True,True,"Manfaatin weekend libur natal jadi nyari yang suasananya adem dan g bising, tempatnya di bawah pohon2 rindang jadi asik buat nongkrong2, minus di jam2 menjelang maghrib aja si yang pastinya banyak nyamuk, selebihnya si oke, pelayanannya juga gercep dan cekatan jadi g sampai nunggu lama.Karena udah makan berat jadi nyoba cemilan mereka yang Nachos with Salsa & Tartar Dipping Sauce (30K), porsiannya lumayan banyak dan crunchy banget, topping sauce-nya juga creamy pas, rasa pedas dari potongan cabe ijonya juga ngena.Dessert pilih Ice Cream Granola (30K) yang crunchy dengan berbagai kacang-kacangannya dan Caramelized Banana with Ice Cream (35K) yang empuk banget, larutan gula di pisangnya pun pas jadi g terlalu kemanisan, keduanya pakai vanilla ice cream yang bikin rasanya tambah yummy.Yuja Cha Iced (27K) perpaduan lemon dan jahe jadi rasa2 rempahnya ada, tapi lebih dominan di rasa lemon yang asamnya berasa banget dan seger.","Baru pertama kali nongkrong di area sini, g terlalu jauh juga ternyata dari rumah temen. Tempatnya sendiri kebun gitu yang dijadiin cafe jadi lebih dominan di outdoor dan semi outdoor areanya, karena di bawah pohon2 rindang juga jadi ambinece-nya adem buat nongkrong.Pilih nyoba Japanese Chicken Curry (45K), ada nasi yang pulen, potongan wortel dan chicken yang empuk juicy dengan kulitnya yang crunchy banget, sauce curry-nya g banyak tapi rasanya berasa dan lekoh banget.Dessert Apple Crumble (39K)-nya caramelized apple dengan topping crumble yang crunchy dan 2 scoop ice cream vanila, perpaduannya dan rasanya suka banget si, perfectly mixed dan manis pas.Minuman Orange Compote Yoghurt (38K) sendiri perpaduan orange compote dan yogurt, orange-nya sendiri g di sliced gitu tapi di serut, kalo dari rasa lebih ke creamy dengan hint asem khas yogurt.","Di Bojongkoneng atas ada tempat nongkrong yang homy banget. Udah lama pengen ke sini, tapi baru kesampaian. Kalau nggak salah tempat ini tergolong baru, adalah mungkin setahunan. Tempatnya seperti nongkrong di pekarangan rumah dengan banyak pepohonan. Menu yang kupesan yakini hot tea in teapot, bitterballen, nachos with salsa and tartar sauce, ice coffee latte. Ada colokan juga yah jadi bisa buat nugas. Di depannya ada view perbukitan Cimenyan."
Nomadic,4.26,['Kafe'],Sukajadi,,"Jl. Jurang No. 94, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/nomadic-sukajadi,,Senin - Minggu (08:00 - 23:00),True,True,True,False,True,True,True,Tempat mgopi enak nih! wajib coba menu nasi dan kopi nya!,"Ini nomadic ya, artsy bangetsih menurutku tempatnya. Bisa ya ternyata bangunan kayak ga beres gitu tapi dijadiin cafe dan bagus dan estetik ga kayak gudang atau tempat angker. Nice! Menurutku point plus nya disini ya itu tempatnya ga sumpek krn open space banget dan ternyata ada area non smokingnya juga dan dipakein AC karena deket area dapur emang gabole ada bau rokok, dan 1 hal lagi adalah si meja nya itu gede gede, bukan jenis meja imut cantik yang seuprit, jadi ini bisa buat tempat nugas atau bisa main board game (bawa sendiri) sih menurutku. Oh dan kayaknya ini tempatnya cenderung lebih ke anak muda banget ya, untuk yang sudah berumur atau bocil agak kurang rekomen. Oh aku disini cuma nyemil aja sama ngopi, kopinya nyoba magic (ini strong banget dan enak), latte (aku paling suka ini nih!), the journey (kopsus aren, ini enak juga tapi ya rasanya lebih umum karena udah banyak yang jual rasanya mirip mirip), asian chilli tofu (sukaa ini endul! Ini pedesnya pas, dan ada hint manis agak ada seger jeruknya sedikit), loaded fries (ini enak juga, toppingnya termasuk lumayan banyak, si saosnya udah enak juga rasanya tapi pas dimakan masih berasa kayak ada tepungnya gitu).","Dari depan, terlihat konsep bangunan dari cafe ini adalah bangunan yg belum selesai. Dulu penasaran kesini krn selalu banyak kendaraan yg memenuhi lahan parkirnya, jadi kyk selalu rame aja gitu😂Akhirnya kemarin kesampean buat dtg kesana langsung. Dan pas bgt karena lagi malming. Suasana malming lumayan rame, tp untungnya msh banyak meja kosong yang bisa kita isi, dan yg serunya krn ada live music jg yg bikin kita enjoy berlama2 disana. Tapi, selain krn itu, tempatnya memang nyaman buat bikin kita berlama2 disitu. Buat nugas jg oke bgt karena banyak colokan nya👍🏻 dan baik indoor ataupun outdoor sama2 bagusnya menurutku.Untuk makanannya, aku rasa worth it to try jg, fish and chips nya juga menurutku enakk, tapi sedihnya krn pasta carbonara yg aku inginkan udh habis di jam 7 malam keatas hikss. Untuk minuman nya, kemarin aku beli milk based taro dan coklat. Menurutku takaran nya pas bgt krn ga jadi minuman yg manis bgt, alias pokonya pas aja rasanya pas diminum. Worth it to try gaiss, buat nongki ramean atau berdua jg cocok ko👌🏻"
Teapotto,4.22,['Kafe'],Riau,,"Jl. Bengawan No. 25, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/teapotto-riau,,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (08:00 - 21:30)",True,True,True,False,True,True,True,"Mampir ke Teapotto Bengawan nih guys, konon katanya Tea nya lengkap dan banyak artisan tea juga. Aku cobain basic tea aja sih menu Matcha Latte nya yang katanya uji grade japan juga si matcha powdernya.Yaps sukaaa sama Matcha Latte nya ! Rasanya enak sih pahit nya mantep dengan tekstur nya yang lembut2 serbuk dengan latte yang oke (aku request sugar 5ML)Pelayanannya Oke & Ambience nya Cozy Enough sih ada Free Wi-Fi dan Music Playlist juga","Pilihan tehnya banyak, enak dan unik-unik.. Pegawainya juga cukup ramah dan informatif menjelaskan jenis2 tehnya. Tempanya nyaman dan cukup luas.","Bandung sekarang lagi hits banget tempat sarapan dengan segala macem keunikannya. Teapotto juga ga mau kalah, mereka ngeluarin menu 'ti isuk isuk' yang kalo diartiin dari Bahasa Sunda artinya 'dari pagi-pagi' sebagai salah satu bentuk promosi mereka untuk nyediain makanan sarapan.Pilihan makanan di sini variatif dan murah-murah bangett. Range 5k-13k ajaa wihihi surga bgt pokoknya jadi kalap pengen pesen banyaak!Aku waktu itu pesen nasi lengko, menu terbaru mereka, nasi cumi sambel ijo, chocomallow, lekunje, roti srikaya, es coklat sama cipuk.Nasinya okee cuma kalo suka sarapan porsi besar, ini gaakan kenyang jadi jangan lupa pesen yang lain yaa hehehee. Cipuknya enaak, dia garing tapi tetep chewy dan berasa 'micin'nya. Cocok lah untuk asupan asin-asin di pagi hari 😂Untuk roti srikaya, bagian bawahnya agak keras dikit tapi overall masih oke dan enakk. Srikayanya ga tanggung² ngasihnya.Untuk minuman, dari awal udh tertarik banget sama chocomalloww yang tempting banget ituu wkwkwk. Dia enakk, tambah lama marshmallownya tambah nyatu sama coklatnya dan bikin jadi lebih 'berasa'. Untuk es coklat itu free roti tawar jadi bisa lumayan nambah kenyang. Lékunje itu campuran lemon kunyit jahe. Seger bangeet ini bisa milih ice/hot, jauh lebih berasa yang hot sihh, personally. Layak bgt untuk dicobaa."
Starbucks,4.21,['Kafe'],Braga,,"Jl. Braga No. 2, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-braga-2,,Senin - Minggu (07:00 - 20:00),True,True,False,False,False,False,False,"suasananya enak bgtt buat nugas disini tp kadang terlalu rame juga, viewnya juaraaa pokonya.rasa: selalu pesen caramel java chip gada yg ngalahin. superrr enak.harga: a bit pricey di kantong mahasiswa tp terbayar karna bisa nugas disini sampe bosen.","Starbucks asia afrika ni paling deket dr rumah.. jogging pagi atau jogging sore ya biasanya mampir sini.. janjian ngopi sm siapapun kuajak disini aja biasanya.. kopinya ya enak dong ya pasti.. as always ga jauh2 dr salted caramel latte, dark mocca frappucino, matcha frappe with almond milk.. brownies, tuna puff, butter croissant, red velvet cake, tiramisu cup.. dan tiap birthday aku dikasih free cake!!! Hooray...","📍Starbucks. Jl Braga No 2, Bandung.Kemaren Padahal bilang ga mau ke Starbucks dalem waktu deket. HAHAHAHHAH🥹😅 sejujurnya acu disini murni karna nge liat dari luar ko kayanya peaceful, enak gitu belajar ngadep jalan braga pagi pagi makanya enak ga terlalu rame. DAN WEEKDAYS hehe kalo weekend y monmap🥹🙏🏼 mending turuaku pesen si classic nya starbucks, all time fav lah.— Caramel macchiato (IDR 69k)⭐️⭐️⭐️⭐️ 4 / 5Aku beli size Ariana (grande) hehe seperti biasa enak. Kopinya light tapi tetep berasa. Caramelnya enak, pas gakemanisan. Cocok buat blind-buy ato pilihan aman untuk yg bingung mau pesen apa. Can’t go wrong pokonya😊"
Tilu Kitchen & Patisserie,4.05,['Kafe'],Riau,,"Jl. LLRE Martadinata No. 81, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/tilu-kitchen-dan-patisserie-riau,,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)",True,True,True,False,True,True,True,"Restoran yang sudah buka pada pagi hari, jadi ke sinilah mampir untuk sekalian brunch. Jujurly, #Photofriendly banget restorannya, namuuun tidak bersahabat bagi pengunjung yang menggunakan kursi roda. Untuk masuk ke dalam, harus naik tangga, dan di dalam juga ada undakan beberapa kali. Yang baru kerasa kalau dalam keadaan kaki sakit atau mendampingi yang menggunakan kursi roda. Tapi staff2nya lumayan sigap, dan mereka menyediakan sarana untuk membantu agar kursi roda bisa masuk ke dalam area resto. Tapi tetap aja agak ribet sih, IMHO. Yang bikin happy, makanannya enak :) Jadi yang kami pesan adalah:Chef Mixed Salad (IDR 62K)Porsinya gede, ada potongan sosis juga, RECOMMENDEDMushroom Chowder Truffle Oil (IDR 57K)Sup mushroom dalam mangkok yang juga bisa dimakan karena merupakan roti garlic. Saking sayangnya karena gak abis, saya sampai minta dibungkus.Salmon Teriyaki (IDR 95K)porsinya besar, salmonnya lembut dan bumbu teriyaki meresap, bisalah dimakan berdua nih. Recommended juga.Strawberry Cheese Yoghurt (IDR 38K)Dessert yang pas setelah makan, tidak terlalu manis, dan cukup untuk 1 orang.Mandarin Chocolate (IDR 44K)RECOMMENDED BANGET. ini artisan tea, yang ketika diminum ada rasa jeruk dan chocolate. Bisa memilih dulu teh-nya mau yang mana, dari aroma bubuk teh yang mereka sediakan. Area duduknya ada semi outdoor, indoor & juga outdoor. Ada tempat duduk di bagian atas di area belakang. Tempatnya sendiri #photofriendly banget. Lain kali jadi kepingin mencoba yang lain di sini, terutama pastry.","Datang ke Tilu saat sedang lebaran. Karena itu tidak semua menu tersedia. Sempat kaget karena kok pilihannya agak terbatas. Maklum, mungkin karena tidak semua karyawan bekerja. Pada akhirnya asal pilih menu.Mungkin karena sedang kurang beruntung, dapat dua menu yang terlalu pedas. Tapi menu lainnya termasuk enak. Selain makanan berat, ada juga pastry dan bakery.","Kembali lagi makan disini dengan menu yang berbeda. Aku pesen :Iga sambal jeruk limau (120K)Porsi nasinya banyak dengan kerupuk emping. Untuk iga nya empuk banget dengan sambel jeruk limau yang seger dan pedes. Dikasih sop nya juga dengan isian kentang, wortel, dll. Ngenyangin banget..Aku pesen Lamb Shank slow braised (220K)Wow daging kambingnya lembut banget. Porsinya bisa untuk berdua nih saking gedenya. Kuah nya gurih enak. Pesannya dengan nasi terpisah yaaAku pesen Pizza (95K) Ukurannya gede dan tebel. cheese nya melted banget. Untuk rotinya ga kerasMinumannya aku pesen Baby Blue (45K)Aku pesen mocktail baby blue. Isiannya ada sirup dan jelly. Ga terlalu manis dan sodanya kurang kental kerasaSelalu bakal balik lagi kesini karna ambiance nya yang cozy, ada live musik juga. Dan makanannya semuanya perfect ❤️"
